cod_interno,titulo,precio_base_archivo,precio_lista_firestore,precio_mayorista_old,precio_mayorista_new,precio_negocio_old,precio_negocio_new,precio_persona_natural_old,precio_persona_natural_new,precio_nuevos_old,precio_nuevos_new,es_excepcion_KQ,estado
"-G-X300","Vinilo Tipo 2 Superior 1/4 Blanco",7500,7500,9750,9750,10125,10125,10500,10500,10875,10875,NO,sin_cambio_base
"-G-G610","Vinilo Tipo Ii Superior Galón  Verde Manzana",30833,30833,40083,40083,41625,41625,43166,43166,44708,44708,NO,sin_cambio_base
"-G-G609","Vinilo Tipo Ii Superior Galón  Verde Seda",30833,30833,40083,40083,41625,41625,43166,43166,44708,44708,NO,sin_cambio_base
"-G-G606","Vinilo Tipo Ii Superior Galón  Verde Cariñoso",30833,30833,40083,40083,41625,41625,43166,43166,44708,44708,NO,sin_cambio_base
"-G-G502","Vinilo Tipo Ii Superior Galón  Gris Basalto",30833,30833,40083,40083,41625,41625,43166,43166,44708,44708,NO,sin_cambio_base
"-G-G303","Vinilo Tipo Ii Superior Galón  Blanco Hueso",30833,30833,40083,40083,41625,41625,43166,43166,44708,44708,NO,sin_cambio_base
"-G-G301","Vinilo Tipo Ii Superior Galón  Blanco Almendra",30833,30833,40083,40083,41625,41625,43166,43166,44708,44708,NO,sin_cambio_base
"-G-G300","Vinilo Tipo Ii Superior Galón Blanco",30833,30833,40083,40083,41625,41625,43166,43166,44708,44708,NO,sin_cambio_base
"-G-G204","Vinilo Tipo Ii Superior Galón  Terracota",30833,30833,40083,40083,41625,41625,43166,43166,44708,44708,NO,sin_cambio_base
"-G-G106","Vinilo Tipo Ii Superior Galón  Azul Cielo",30833,30833,40083,40083,41625,41625,43166,43166,44708,44708,NO,sin_cambio_base
"-G-G104","Vinilo Tipo Ii Superior Galón  Azul Celeste",30833,30833,40083,40083,41625,41625,43166,43166,44708,44708,NO,sin_cambio_base
"-G-F","Vinilo Tipo 2 Superior Kilo",866666.8,866667,1126667,1126667,1170000,1170000,1213334,1213334,1256667,1256667,NO,actualizado
"-G-C903","Vinilo Tipo Ii Superior Cuñete  Cipres",130849,130849,170104,170104,176646,176646,183189,183189,189731,189731,NO,sin_cambio_base
"-G-C702","Vinilo Tipo Ii Superior  Cuñete Naranja Chic",130849,130849,170104,170104,176646,176646,183189,183189,189731,189731,NO,sin_cambio_base
"-G-C303","Vinilo Tipo Ii Superior Cuñete  Blanco Hueso",130849,130849,170104,170104,176646,176646,183189,183189,189731,189731,NO,sin_cambio_base
"-G-C301","Vinilo Tipo Ii Superior Cuñete  Blanco Almendra",130849,130849,170104,170104,176646,176646,183189,183189,189731,189731,NO,sin_cambio_base
"-G-C300","Vinilo Tipo Ii Superior Cuñete  Blanco",130849,130849,170104,170104,176646,176646,183189,183189,189731,189731,NO,sin_cambio_base
"-G-C05","Vinilo Tipo Ii Superior Cuñete  Camelia",130849,130849,170104,170104,176646,176646,183189,183189,189731,189731,NO,sin_cambio_base
"-G-C01","Vinilo Tipo Ii Superior Cuñete  Amarillo",130849,130849,170104,170104,176646,176646,183189,183189,189731,189731,NO,sin_cambio_base
"-G-B903","Vinilo Tipo Ii Superior 1/2 Cuñete Cipres",73750,73750,95875,95875,99563,99563,103250,103250,106938,106938,NO,sin_cambio_base
"-G-B707","Vinilo Tipo Ii Superior  1/2 Cuñete Pomarosa",73750,73750,95875,95875,99563,99563,103250,103250,106938,106938,NO,sin_cambio_base
"-G-B301","Vinilo Tipo Ii Superior  1/2 Cuñete Blanco Almendra",73750,73750,95875,95875,99563,99563,103250,103250,106938,106938,NO,sin_cambio_base
"-G-B300","Vinilo Tipo Ii Superior  1/2 Cuñete Blanco",73750,73750,95875,95875,99563,99563,103250,103250,106938,106938,NO,sin_cambio_base
"-G-B106","Vinilo Tipo Ii Superior  1/2 Cuñete Azul Cielo",73750,73750,95875,95875,99563,99563,103250,103250,106938,106938,NO,sin_cambio_base
"-G-B104","Vinilo Tipo Ii Superior  1/2 Cuñete Azul Celeste",73750,73750,95875,95875,99563,99563,103250,103250,106938,106938,NO,sin_cambio_base
"-G-B05","Vinilo Tipo Ii Superior  1/2 Cuñete Camelia",73750,73750,95875,95875,99563,99563,103250,103250,106938,106938,NO,sin_cambio_base
"-F-X300","Vinilo Tipo 1 Super Lavable 1/4 Blanco",9912.7,9913,12887,12887,13383,13382,13878,13878,14374,14373,NO,actualizado
"-F-G802","Vinilo Tipo 1 Super Lavable Galón Lila",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G702","Vinilo Tipo 1 Super Lavable Galón Naranja Chic",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G619","Vinilo Tipo 1 Super Lavable Galón Verde Tropical",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G606","Vinilo Tipo 1 Super Lavable Galón  Verde Cariñoso",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G603","Vinilo Tipo 1 Super Lavable Galón Verde Primaveral",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G508","Vinilo Tipo 1 Super Lavable Galón Gris Cuarzo",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G502","Vinilo Tipo 1 Super Lavable Galón Gris Basalto",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G501","Vinilo Tipo 1 Super Lavable Galón Gris Nube",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G400","Vinilo Tipo 1 Super Lavable Galón Negro",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G303","Vinilo Tipo 1 Super Lavable Galón Blanco Hueso",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G300","Vinilo Tipo 1 Super Lavable Galón Blanco",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G200","Vinilo Tipo 1 Super Lavable Galón Rojo",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G105","Vinilo Tipo 1 Super Lavable Galón Azul Porcelana",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G102","Vinilo Tipo 1 Super Lavable Galón Azul Pacificio",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G101","Vinilo Tipo 1 Super Lavable Galón Azul Milano",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-G01","Vinilo Tipo 1 Super Lavable Galón Amarillo",39651,39651,51546,51546,53529,53529,55511,55511,57494,57494,NO,sin_cambio_base
"-F-C900","Vinilo Tipo 1  Super Lavable Cuñete Champaña Tasaca",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"-F-C802","Vinilo Tipo 1  Super Lavable Cuñete Lila",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"-F-C624","Vinilo Tipo 1  Super Lavable Cuñete Verde Oliva",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"-F-C508","Vinilo Tipo 1 Super Lavable Cuñete Gris Cuarzo",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"-F-C507","Vinilo Tipo 1 Super Lavable Cuñete Gris Pardo",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"-F-C506","Vinilo Tipo 1 Super Lavable Cuñete Gris Sevilla",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"-F-C501","Vinilo Tipo 1 Super Lavable Cuñete Gris Nube",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"-F-C304","Vinilo Tipo 1  Super Lavable Cuñete Crema",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"-F-C303","Vinilo Tipo 1 Super Lavable Cuñete Blanco Hueso",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"-F-C301","Vinilo Tipo 1  Super Lavable Cuñete Blanco Almendra",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"-F-C300","Vinilo Tipo 1  Super Lavable Cuñete Blanco",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"-F-C111","Vinilo Tipo 1  Super Lavable Cuñete Fiesta En El Mar",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"-F-C102","Vinilo Tipo 1 Super Lavable Cuñete Azul Pacifico",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"-F-C05","Vinilo Tipo 1 Super Lavable Cuñete Camelia",186360,186360,242268,242268,251586,251586,260904,260904,270222,270222,NO,sin_cambio_base
"-F-B801","Vinilo Tipo 1 Super Lavable 1/2 Cuñete Morado",99128,99128,128866,128866,133823,133823,138779,138779,143736,143736,NO,sin_cambio_base
"-F-B707","Vinilo Tipo 1 Super Lavable 1/2 Cuñete Pomarrosa",99128,99128,128866,128866,133823,133823,138779,138779,143736,143736,NO,sin_cambio_base
"-F-B610","Vinilo Tipo 1 Super Lavable 1/2 Cuñete Verde Manzana",99128,99128,128866,128866,133823,133823,138779,138779,143736,143736,NO,sin_cambio_base
"-F-B501","Vinilo Tipo 1 Super Lavable 1/2 Cuñete Gris Nube",99128,99128,128866,128866,133823,133823,138779,138779,143736,143736,NO,sin_cambio_base
"-F-B301","Vinilo Tipo 1 Super Lavable 1/2 Cuñete Blanco Almendra",99128,99128,128866,128866,133823,133823,138779,138779,143736,143736,NO,sin_cambio_base
"-F-B300","Vinilo Tipo 1 Super Lavable 1/2 Cuñete Blanco",99128,99128,128866,128866,133823,133823,138779,138779,143736,143736,NO,sin_cambio_base
"-F-B04","Vinilo Tipo 1 Super Lavable 1/2 Cuñete Amarillo Oro",99128,99128,128866,128866,133823,133823,138779,138779,143736,143736,NO,sin_cambio_base
"-E-X","Estuco Acrilico  1/4",3213,3213,4177,4177,4338,4338,4498,4498,4659,4659,NO,sin_cambio_base
"-E-G","Estuco Acrilico Galón",11538.4,11538,14999,15000,15576,15577,16153,16154,16730,16731,NO,actualizado
"-E-F","Estuco Acrilico  Kilo",1100,1100,1430,1430,1485,1485,1540,1540,1595,1595,NO,sin_cambio_base
"-E-C","Estuco Acrilico Cuñete",49230.8,49231,64000,64000,66462,66462,68923,68923,71385,71385,NO,actualizado
"-E-B400","Estuco Acrilico 1/2 Cuñete Negro",25210,25210,32773,32773,34034,34034,35294,35294,36555,36555,NO,sin_cambio_base
"-E-B","Estuco Acrilico 1/2 Cuñete",20130,20130,26169,26169,27176,27176,28182,28182,29189,29189,NO,sin_cambio_base
"-E-A","Estuco Acrilico Caja",36154,36154,47000,47000,48808,48808,50616,50616,52423,52423,NO,sin_cambio_base
"-C-G","Catalizador Epoxico Galón",53846,53846,70000,70000,72692,72692,75384,75384,78077,78077,NO,sin_cambio_base
"-C-C","Catalizador Epoxico Cuñete",404440.9,404441,525773,525773,545995,545995,566217,566217,586439,586439,NO,actualizado
"-B-G","Brillo Galón",48800,48800,63440,63440,65880,65880,68320,68320,70760,70760,NO,sin_cambio_base
"-A-H","Acido Limpieza De Fachadas 1000Cc",3361.34,3361,4369,4370,4537,4538,4705,4706,4873,4874,NO,actualizado
"-A-G5","Acido Limpieza De Fachadas Garrafa 5 Galones",51260.5,51261,66639,66639,69202,69202,71765,71765,74328,74328,NO,actualizado
"-A-G","Acido Limpieza De Fachadas Galón",11596.63,11597,15076,15076,15656,15655,16236,16235,16816,16815,NO,actualizado
"--KQ","Yeso Bolsa Kilo",2387,2387,3103,3103,3103,3103,3103,3103,3103,3103,SI,sin_cambio_base
"--JP","Alcohol Etilico 96% Garrafa",142800,142800,185640,185640,192780,192780,199920,199920,207060,207060,NO,sin_cambio_base
"--JG","Alcohol Etilico 96% Galón",27400,27400,35620,35620,36990,36990,38360,38360,39730,39730,NO,sin_cambio_base
"--IW","Alcohol Etilíco Al 70 % 120 Ml",1176.4,1176,1529,1529,1588,1588,1646,1647,1705,1706,NO,actualizado
"--IV1","Alcohol Etilíco Al 70 % 250 Ml Valvula Spray",3200,3200,4160,4160,4320,4320,4480,4480,4640,4640,NO,sin_cambio_base
"--IV","Alcohol Etilíco Al 70 % 250 Ml",2000,2000,2600,2600,2700,2700,2800,2800,2900,2900,NO,sin_cambio_base
"--IU","Alcohol Etilíco Al 70 % 500 Ml",3100,3100,4030,4030,4185,4185,4340,4340,4495,4495,NO,sin_cambio_base
"--IP","Alcohol Etilico Al 70 % Garrafa",86000,86000,111800,111800,116100,116100,120400,120400,124700,124700,NO,sin_cambio_base
"--II","Alcohol Etilíco Al 70 % 1/2 Botella 350 Ml",3900,3900,5070,5070,5265,5265,5460,5460,5655,5655,NO,sin_cambio_base
"--IH","Alcohol Etilíco Al 70 % 1000 Ml",4718,4718,6133,6133,6369,6369,6605,6605,6841,6841,NO,sin_cambio_base
"--IG","Alcohol Etilíco Al 70 % Galón 3.780 Ml",18500,18500,24050,24050,24975,24975,25900,25900,26825,26825,NO,sin_cambio_base
"--IE","Alcohol Etilíco Al 70 % Botella 730 Ml",6200,6200,8060,8060,8370,8370,8680,8680,8990,8990,NO,sin_cambio_base
"--HP","Hipoclorito Garrafa",105910,105910,137683,137683,142979,142979,148274,148274,153570,153570,NO,sin_cambio_base
"--GW","Gel Hidroalcohólico 120 Ml",1176,1176,1529,1529,1588,1588,1646,1646,1705,1705,NO,sin_cambio_base
"--GV1","Gel Hidroalcohólico 250 Ml  Valvula",3400,3400,4420,4420,4590,4590,4760,4760,4930,4930,NO,sin_cambio_base
"--GV","Gel Hidroalcohólico 250 Ml Tapa Disc Top",2200,2200,2860,2860,2970,2970,3080,3080,3190,3190,NO,sin_cambio_base
"--GU1","Gel Hidroalcohólico 500 Ml Valvula",5200,5200,6760,6760,7020,7020,7280,7280,7540,7540,NO,sin_cambio_base
"--GU","Gel Hidroalcohólico 500 Ml Tapa Disc Top",4000,4000,5200,5200,5400,5400,5600,5600,5800,5800,NO,sin_cambio_base
"--GP","Gel Hidroalcohólico Garrafa",105000,105000,136500,136500,141750,141750,147000,147000,152250,152250,NO,sin_cambio_base
"--GO","Gel Hidroalcohólico 50 Ml",900,900,1170,1170,1215,1215,1260,1260,1305,1305,NO,sin_cambio_base
"--GH1","Gel Hidroalcohólico 1000 Ml Valvula",5154,5154,6700,6700,6958,6958,7216,7216,7473,7473,NO,sin_cambio_base
"--GH","Gel Hidroalcohólico 1000 Ml Tapa Disc Top",5154,5154,6700,6700,6958,6958,7216,7216,7473,7473,NO,sin_cambio_base
"--GG","Gel Hidroalcohólico Galón",24000,24000,31200,31200,32400,32400,33600,33600,34800,34800,NO,sin_cambio_base
"--FW","Jabon Antibacterial 120 Ml",1176.47,1176,1529,1529,1588,1588,1646,1647,1705,1706,NO,actualizado
"--FH","Jabon Antibacterial 1.000 Ml",3500,3500,4550,4550,4725,4725,4900,4900,5075,5075,NO,sin_cambio_base
"--FG5","Jabon Antibacterial Galón X 5",71428.57,71429,92858,92857,96429,96429,100001,100000,103572,103571,NO,actualizado
"--FG","Jabon Antibacterial Galón",11895,11895,15464,15464,16058,16058,16653,16653,17248,17248,NO,sin_cambio_base
"--BG","Varsol Galón",17000,17000,22100,22100,22950,22950,23800,23800,24650,24650,NO,sin_cambio_base
"VX900","","","","","","","","","","","","",no_encontrado
"VT502","","","","","","","","","","","","",no_encontrado
"VK610","","","","","","","","","","","","",no_encontrado
"VG918","","","","","","","","","","","","",no_encontrado
"VC918","","","","","","","","","","","","",no_encontrado
"VC802REPETIDO","","","","","","","","","","","","",no_encontrado
"VB918","","","","","","","","","","","","",no_encontrado
"UF","","","","","","","","","","","","",no_encontrado
"SDZZ","","","","","","","","","","","","",no_encontrado
"SDZX","","","","","","","","","","","","",no_encontrado
"SDWÑ","","","","","","","","","","","","",no_encontrado
"SDWS","","","","","","","","","","","","",no_encontrado
"SDWR","","","","","","","","","","","","",no_encontrado
"SDWD","","","","","","","","","","","","",no_encontrado
"SDVÑ","","","","","","","","","","","","",no_encontrado
"SDVZ","","","","","","","","","","","","",no_encontrado
"SDVX","","","","","","","","","","","","",no_encontrado
"SDVS","","","","","","","","","","","","",no_encontrado
"SDVR","","","","","","","","","","","","",no_encontrado
"SDVD","","","","","","","","","","","","",no_encontrado
"SDTX","","","","","","","","","","","","",no_encontrado
"SDRX","","","","","","","","","","","","",no_encontrado
"SDNÑ","","","","","","","","","","","","",no_encontrado
"SDNS","","","","","","","","","","","","",no_encontrado
"SDNR","","","","","","","","","","","","",no_encontrado
"SDLÑ","","","","","","","","","","","","",no_encontrado
"SDLX","","","","","","","","","","","","",no_encontrado
"SDLS","","","","","","","","","","","","",no_encontrado
"SDLR","","","","","","","","","","","","",no_encontrado
"SDLD","","","","","","","","","","","","",no_encontrado
"R16","","","","","","","","","","","","",no_encontrado
"NDEX","","","","","","","","","","","","",no_encontrado
"NDCÑ","","","","","","","","","","","","",no_encontrado
"NDCZ","","","","","","","","","","","","",no_encontrado
"NDCX","","","","","","","","","","","","",no_encontrado
"NDCS","","","","","","","","","","","","",no_encontrado
"NDCR","","","","","","","","","","","","",no_encontrado
"NDCD","","","","","","","","","","","","",no_encontrado
"KX303","","","","","","","","","","","","",no_encontrado
"KG303","","","","","","","","","","","","",no_encontrado
"JXS803","","","","","","","","","","","","",no_encontrado
"JX906","","","","","","","","","","","","",no_encontrado
"JG912","","","","","","","","","","","","",no_encontrado
"JG902","","","","","","","","","","","","",no_encontrado
"JC918","","","","","","","","","","","","",no_encontrado
"JC902","","","","","","","","","","","","",no_encontrado
"FT300REPETIDO","","","","","","","","","","","","",no_encontrado
"EF","","","","","","","","","","","","",no_encontrado
"DD-Ñ","","","","","","","","","","","","",no_encontrado
"DD-X","","","","","","","","","","","","",no_encontrado
"DD-S","","","","","","","","","","","","",no_encontrado
"DD-R","","","","","","","","","","","","",no_encontrado
"DD-M","","","","","","","","","","","","",no_encontrado
"COMP16","","","","","","","","","","","","",no_encontrado
"-V-G400","","","","","","","","","","","","",no_encontrado
"-Q-C217","","","","","","","","","","","","",no_encontrado
"-O-T300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-O-G700","","","","","","","","","","","","",no_encontrado
"-O-G304-INACTIVO","","","","","","","","","","","","",no_encontrado
"-O-G300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-O-G201-INACTIVO","","","","","","","","","","","","",no_encontrado
"-O-C506-INACTIVO","","","","","","","","","","","","",no_encontrado
"-O-C501-INACTIVO","","","","","","","","","","","","",no_encontrado
"-O-C304-INACTIVO","","","","","","","","","","","","",no_encontrado
"-O-C300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-O-B304-INACTIVO","","","","","","","","","","","","",no_encontrado
"-O-B300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-H-X300","","","","","","","","","","","","",no_encontrado
"-H-T300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-H-G504","","","","","","","","","","","","",no_encontrado
"-H-G300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-H-G300 INACTIVO","","","","","","","","","","","","",no_encontrado
"-H-C300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-H-C300-INACTIV","","","","","","","","","","","","",no_encontrado
"-H-B300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-X300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-K","","","","","","","","","","","","",no_encontrado
"-G-G610-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-G609-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-G606-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-G303-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-G301-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-G300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-G106-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-G104-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-C903-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-C301-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-C300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-C01-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-B903-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-B301-INACTIVO","","","","","","","","","","","","",no_encontrado
"-G-B300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-X300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-G619-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-G606-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-G502-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-G501-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-G300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-G102-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-G101-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-C506-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-C501-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-C303-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-C300-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-C05-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-B707-INACTIVO","","","","","","","","","","","","",no_encontrado
"-F-B610-INACTIVO","","","","","","","","","","","","",no_encontrado
